嚀,5616266,"泥青四開 平奴丁"
嚂,5616270,"曉談一開 上呼覽"
嚃,5616273,"透覃一開 入他合"
嚄,5616276,"匣庚二合 入胡伯"
嚅,5616279,"日虞三合 平人朱"
嚇,5616282,"曉麻二開 去呼訝"
嚊,5616285,"滂脂三開 去匹備-重鈕"
嚌,5616288,"從齊四開 去在詣"
嚏,5616291,"端齊四開 去都計"
㘆,5616294,"透咍一開 上他亥"
㘈,5616297,"疑之三開 去魚記"
𡀾,5616300,"疑覃一開 入五合"
𡀿,5616303,"來虞三合 去良遇"
𡁆,5616306,"來江二開 入呂角"
𡁋,5616309,"影魂一合 上烏本"
𡁑,5616312,"曉佳二合 平火媧"
嚖,5616315,"曉齊四合 去呼惠"
嚗,5616318,"幫江二開 入北角"
嚘,5616321,"影尤三開 平於求"
嚚,5616324,"疑眞三開 平語巾-重鈕"
嚛,5616327,"曉東一開 入呼木"
嚜,5616330,"明脂三開 去明祕-重鈕"
嚝,5616333,"曉庚二合 平虎橫"
嚞,5616336,"知仙三開 入陟列-重鈕"
㘉,5616339,"莊臻三開 入阻瑟"
㘋,5616342,"云眞三開 平下珍-重鈕"
㘌,5616345,"群庚三開 入奇逆"
㘍,5616348,"精眞三開 入資悉"
𡂏,5616351,"來鹽三開 入良涉"
𡂒,5616354,"章眞三開 入之日"
𡂕,5616357,"來豪一開 上盧晧"
𡂖,5616360,"來泰一開 去落蓋"
𡂟,5616363,"並肴二開 上薄巧"
𡂣,5616366,"知侵三開 入陟立-重鈕"
𡂩,5616369,"來添四開 入盧協"
嚥,5616372,"影先四開 去於甸"
嚧,5616375,"來模一開 平落胡"
嚨,5616378,"來東一開 平盧紅"
嚫,5616381,"初臻三開 去初覲"
嚬,5616384,"並眞三開 平符眞"
嚭,5616387,"滂脂三開 上匹鄙-重鈕"
嚮,5616390,"曉陽三開 上許兩"
𡃡,5616393,"來東一開 平盧紅"
嚱,5616397,"曉支三開 去香義-重鈕"
嚲,5616400,"端歌一開 上丁可"
嚳,5616404,"溪冬一開 入苦沃"
嚴,5616408,"疑嚴三開 平語𩏩"
嚵,5616411,"崇銜二開 平鋤銜"
嚶,5616414,"影耕二開 平烏莖"
㘓,5616417,"來寒一開 平落干"
𡄑,5616420,"精鹽三開 平子廉"
嚻,5616423,"曉宵三開 平許嬌-重鈕"
嚼,5616426,"從陽三開 入在爵"
嚾,5616429,"曉桓一合 去火貫"
囀,5616432,"知仙三合 去知戀-重鈕"
囁,5616435,"日鹽三開 入而涉"
囃,5616438,"清談一開 入倉雜"
𡄴,5616441,"匣庚二合 入胡伯"
囈,5616444,"疑祭三開 去魚祭"
囉,5616447,"來歌一開 平魯何"
囊,5616450,"泥唐一開 平奴當"
囋,5616453,"從寒一開 去徂賛"
𡅡,5616456,"疑唐一開 入五各"
囏,5616459,"見山二開 平古閑"
囐,5616462,"從寒一開 入才割"
㘙,5616466,"疑庚三開 入宜戟"
囑,5616469,"章鍾三開 入之欲"
𡅽,5616472,"曉寒一開 去呼旰"
𡆑,5616475,"疑銜二開 平五銜"
囗,5616478,"云微三合 平雨非"
囚,5616481,"邪尤三開 平似尤"
四,5616484,"心脂三開 去息利"
㘝,5616487,"娘侵三開 入尼立-重鈕"
回,5616490,"匣灰一合 平戸恢"
囟,5616494,"心眞三開 去息晉"
因,5616497,"影眞三開 平於眞"
囤,5616500,"定魂一合 上徒損"
囦,5616503,"影先四合 平烏玄"
囧,5616506,"見庚三合 上俱永"
囩,5616511,"云眞三合 平爲贇-重鈕"
囪,5616514,"清東一開 平倉紅"
园,5616517,"疑桓一合 平五丸"
囮,5616520,"疑戈一合 平五禾"
困,5616523,"溪魂一合 去苦悶"
囷,5616526,"溪眞三合 平去倫-重鈕"
囹,5616529,"來青四開 平郎丁"
固,5616532,"見模一開 去古暮"
㘠,5616535,"幫蒸三開 入彼側"
𡇈,5616538,"定唐一開 去徒浪"
囿,5616541,"云尤三開 去于救"
𡇓,5616544,"端先四開 入丁結"
圁,5616547,"疑眞三開 平語巾-重鈕"
圂,5616550,"匣魂一合 去胡困"
圃,5616553,"幫模一開 上博古"
圄,5616556,"疑魚三開 上魚巨"
圅,5616559,"匣覃一開 平胡男"
㘣,5616562,"曉先四合 平火玄"
𡇠,5616565,"知耕二開 入陟革"
圈,5616568,"群元三合 上求晚"
圉,5616571,"疑魚三開 上魚巨"
圊,5616574,"清清三開 平七情"
國,5616577,"見登一合 入古或"
𡇰,5616580,"章仙三合 上旨兖"
𡇱,5616583,"溪江二開 入苦角"
𡇶,5616586,"匣覃一開 入侯閤"
圌,5616589,"常支三合 平是爲"
圍,5616592,"云微三合 平雨非"
𡇼,5616595,"影刪二開 入乙鎋"
園,5616598,"云元三合 平雨元"
圓,5616601,"邪仙三合 平似宣"
圔,5616604,"影咸二開 入烏洽"
𡈋,5616607,"溪眞三合 平去倫-重鈕"
圖,5616610,"定模一開 平同都"
團,5616613,"定桓一合 平度官"
𡈗,5616616,"明唐一開 入慕各"
𡈣,5616619,"心仙三合 平須緣"
圛,5616622,"以清三開 入羊益"
圜,5616625,"匣刪二合 平戸關"
㘥,5616628,"以尤三開 平以周"
圞,5616631,"來桓一合 平落官"
土,5616634,"透模一開 上他魯"
圠,5616637,"影山二開 入烏黠"
𡈼,5616640,"透青四開 上他鼎"
圢,5616643,"透先四開 上他典"
圣,5616646,"溪魂一合 入苦骨"
圤,5616649,"滂江二開 入匹角"
在,5616652,"從咍一開 上昨宰"
圪,5616655,"疑眞三開 入魚乙-重鈕"
圬,5616658,"影模一開 平哀都"
圭,5616661,"見齊四合 平古攜"
圮,5616664,"並脂三開 上符鄙-重鈕"
圯,5616667,"以之三開 平與之"
地,5616670,"定脂三開 去徒四"
圱,5616673,"清先四開 平蒼先"
圻,5616676,"群微三開 平渠希"
圼,5616679,"泥先四開 入奴結"
圿,5616682,"見山二開 入古黠"
址,5616685,"章之三開 上諸市"
坁,5616688,"章支三開 上諸氏"
坂,5616691,"幫元三合 上府遠"
坄,5616694,"定侯一開 平度侯"
坅,5616697,"溪侵三開 上丘甚"
均,5616700,"見諄三合 平居勻"
坉,5616703,"定魂一合 平徒渾"
坊,5616706,"並陽三合 平符方"
坋,5616709,"並文三合 上房吻"
坌,5616712,"並魂一合 去蒲悶"
坎,5616715,"溪覃一開 上苦感"
坐,5616718,"從戈一合 上徂果"
坑,5616721,"溪庚二開 平客庚"
坒,5616724,"並脂三開 去毗至"
㘨,5616727,"泥添四開 入奴協"
㘰,5616730,"章侵三開 平職深"
𡉚,5616733,"幫鍾三開 平府容"
𡊁,5616736,"影蒸三開 入於力"
坡,5616739,"滂戈一合 平滂禾"
坢,5616742,"滂桓一合 上普伴"
坣,5616745,"定唐一開 平徒郎"
坤,5616748,"溪魂一合 平苦昆"
坥,5616751,"清魚三開 平七余"
坦,5616754,"透寒一開 上他旦"
坩,5616757,"溪談一開 平苦甘"
坪,5616760,"並庚三開 平符兵"
坫,5616763,"知侵三開 平知林-重鈕"
坬,5616766,"見麻二合 去古罵"
坭,5616769,"泥齊四開 上奴禮"
坯,5616773,"滂灰一合 平芳杯"
坰,5616776,"見青四合 平古螢"
坱,5616779,"影唐一開 上烏朗"
坲,5616782,"並文三合 入符弗"
坳,5616785,"影肴二開 平於交"
坴,5616789,"來東三開 入力竹"
坷,5616792,"溪歌一開 上枯我"
坹,5616795,"曉先四合 入呼決"
坺,5616798,"並元三合 入房越"
坻,5616801,"澄脂三開 平直尼-重鈕"
坿,5616804,"並虞三合 平防無"
垂,5616807,"常支三合 平是爲"
㘱,5616810,"透談一開 平他酣"
㘲,5616813,"見東三開 入居六"
𡊄,5616816,"幫文三合 平府文"
𡊉,5616822,"明桓一合 入莫撥"
𡊞,5616825,"並庚三開 去皮命"
型,5616828,"匣青四開 平戸經"
垍,5616831,"群脂三開 去其冀"
垎,5616834,"匣庚二開 入胡格"
垐,5616837,"從脂三開 平疾資"
垑,5616840,"昌支三開 上尺氏"
垒,5616843,"來支三合 上力委"
垓,5616846,"見咍一開 平古哀"
垔,5616849,"影眞三開 平於眞"
垕,5616852,"匣侯一開 上胡口"
垗,5616855,"澄宵三開 上治小-重鈕"
垘,5616858,"並登一開 入蒲北"
垙,5616861,"見唐一合 平古黃"
垚,5616864,"疑蕭四開 平五聊"
垝,5616870,"見支三合 上過委-重鈕"
垠,5616873,"疑眞三開 平語巾-重鈕"
垡,5616876,"並元三合 入房越"
垢,5616879,"見侯一開 上古厚"
垣,5616882,"云元三合 平雨元"
垤,5616885,"定先四開 入徒結"
城,5616888,"常清三開 平是征"
㘻,5616891,"影眞三開 平於眞"
𡊻,5616894,"來仙三開 入良辥"
垶,5616897,"心清三合 平息營"
垷,5616900,"見先四開 上古典"
垸,5616903,"匣桓一合 平胡官"
垹,5616906,"幫江二開 平博江"
垻,5616909,"幫麻二開 去必駕"
垼,5616912,"以清三合 入營隻"
垽,5616915,"疑眞三開 去魚覲-重鈕"
垾,5616919,"匣寒一開 去侯旰"
埂,5616922,"見庚二開 平古行"
埃,5616925,"影咍一開 平烏開"
埆,5616928,"溪江二開 入苦角"
埇,5616931,"以鍾三開 上余隴"
埈,5616934,"心諄三合 去私閏"
埋,5616937,"明皆二開 平莫皆"
埌,5616940,"來唐一開 去來宕"
埍,5616943,"匣先四合 上胡畎"
埏,5616946,"以仙三開 平以然"
埐,5616949,"精侵三開 平子心"
埒,5616952,"來仙三合 入力輟"
㙀,5616955,"來尤三開 去力救"
㙁,5616958,"明東三開 入莫六"
㙄,5616961,"並齊四開 上傍禮"
𡋯,5616964,"並魂一合 入蒲没"
𡋲,5616967,"從戈一合 上徂果"
埝,5616970,"端添四開 去都念"
域,5616973,"云蒸三合 入雨逼"
埢,5616976,"見仙三合 上居轉-重鈕"
埤,5616979,"並支三開 平符支"
埧,5616982,"群虞三合 去其遇"
埩,5616985,"崇耕二開 平士莖"
埫,5616988,"徹鍾三開 上丑隴"
埬,5616991,"端東一開 平德紅"
埭,5616994,"定咍一開 去徒耐"
埯,5616997,"影談一開 上烏敢"
埰,5617000,"清咍一開 去倉代"
埱,5617003,"昌東三開 入昌六"
埲,5617006,"並東一開 上蒲蠓"
埳,5617009,"溪覃一開 上苦感"
埴,5617012,"昌之三開 去昌志"
埵,5617015,"端戈一合 上丁果"
埶,5617018,"疑祭三開 去魚祭"
執,5617021,"章侵三開 入之入"
埸,5617024,"以清三開 入羊益"
培,5617027,"並灰一合 平薄回"
基,5617030,"見之三開 平居之"
埻,5617033,"章諄三合 上之尹"
埽,5617036,"心豪一開 上蘇老"
埾,5617039,"從虞三合 去才句"
埿,5617042,"泥齊四開 平奴低"
堀,5617045,"群文三合 入衢物"
堁,5617048,"溪戈一合 上苦果"
堂,5617051,"定唐一開 平徒郎"
堄,5617054,"疑齊四開 上研啓"
堅,5617057,"見先四開 平古賢"
堆,5617060,"端灰一合 平都回"
堇,5617063,"群眞三開 平巨巾-重鈕"
堈,5617066,"見唐一開 平古郎"
堉,5617069,"以東三開 入余六"
堊,5617072,"影唐一開 入烏各"
堋,5617075,"並登一開 平步崩"
㙇,5617078,"徹鍾三開 入丑玉"
㙊,5617081,"澄陽三開 平直良"
𡌦,5617084,"並微三合 去扶沸"
𡌪,5617087,"見皆二合 去古壞"
𡌲,5617090,"見齊四合 平古攜"
𡍖,5617093,"定咍一開 去徒耐"
埪,5617096,"溪東一開 平苦紅"
堖,5617099,"泥豪一開 上奴晧"
堗,5617102,"定魂一合 入陀骨"
堙,5617106,"影眞三開 平於眞"
堚,5617109,"匣魂一合 平戸昆"
堛,5617112,"滂蒸三開 入芳逼"
堜,5617115,"來先四開 去郎甸"
堝,5617118,"見戈一合 平古禾"
堞,5617121,"定添四開 入徒協"
堟,5617124,"澄仙三合 上持兖-重鈕"
堠,5617127,"匣侯一開 去胡遘"
堡,5617130,"幫豪一開 上博抱"
堢,5617133,"幫豪一開 上博抱"
堣,5617136,"疑虞三合 平虞俱"
堤,5617139,"常支三開 平是支"
堥,5617142,"明豪一開 平莫袍"
堦,5617145,"見皆二開 平古諧"
堧,5617148,"日仙三合 平而緣"
堨,5617151,"影寒一開 入烏葛"
堩,5617154,"見登一開 去古鄧"
堪,5617157,"溪覃一開 平口含"
堫,5617161,"精東一開 平子紅"
堬,5617164,"以虞三合 平羊朱"
堭,5617167,"匣唐一合 平胡光"
堮,5617170,"疑唐一開 入五各"
堯,5617173,"疑蕭四開 平五聊"
堰,5617176,"影元三開 上於幰"
報,5617179,"幫豪一開 去博耗"
堲,5617182,"精眞三開 入資悉"
場,5617185,"澄陽三開 平直良"
堵,5617188,"端模一開 上當古"
堶,5617191,"定戈一合 平徒和"
堸,5617194,"並東三開 平房戎"
堹,5617197,"知鍾三開 去竹用"
塈,5617200,"群脂三開 去其冀"
㙏,5617203,"滂東三開 入芳福"
𡍤,5617206,"泥先四開 入奴結"
𡍦,5617210,"匣刪二合 平戸關"
𡍨,5617213,"定模一開 上徒古"
𡍩,5617216,"徹庚二開 入丑格"
𡍪,5617219,"初侵三開 入初戢-重鈕"
𡍫,5617222,"初蒸三開 入初力"
𡍮,5617225,"常支三合 平是爲"
𡎬,5617228,"精戈三合 上𩛠瓦"
塉,5617231,"從清三開 入秦昔"
塊,5617234,"溪灰一合 去苦對"
塋,5617237,"以清三合 平余傾"
塍,5617240,"船蒸三開 平食陵"
塎,5617243,"以鍾三開 上余隴"
塐,5617249,"心模一開 去桑故"
塑,5617252,"心模一開 去桑故"
塒,5617255,"常之三開 平市之"
塓,5617258,"明青四開 入莫狄"
塔,5617261,"透談一開 入吐盍"
塕,5617264,"影東一開 上烏孔"
塖,5617267,"船蒸三開 平食陵"
塗,5617270,"定模一開 平同都"
塘,5617273,"定唐一開 平徒郎"
塙,5617276,"溪江二開 入苦角"
塚,5617279,"知鍾三開 上知隴"
塛,5617282,"來眞三開 入力質"
塞,5617285,"心咍一開 去先代"
塠,5617288,"端灰一合 平都回"
填,5617291,"知眞三開 平陟鄰-重鈕"
塢,5617294,"影模一開 上安古"
塤,5617297,"曉元三合 平況袁"
塩,5617300,"以鹽三開 平余廉"
塯,5617303,"來尤三開 去力救"
㙙,5617306,"來鍾三開 上力踵"
𡎯,5617309,"匣皆二合 去胡怪"
𡎰,5617312,"澄脂三開 平直尼-重鈕"
𡎸,5617315,"見欣三開 上居隱"
𡎺,5617318,"莊東三開 入側六"
𡎻,5617321,"崇山二開 平士山"
𡏩,5617324,"端灰一合 平都回"
塲,5617327,"書陽三開 平式羊"
塵,5617330,"澄眞三開 平直珍-重鈕"
塸,5617333,"影侯一開 上烏后"
塹,5617336,"清鹽三開 去七豔"
塻,5617342,"明唐一開 入慕各"
塽,5617345,"生陽三開 上踈兩"
塾,5617348,"常東三開 入殊六"
塿,5617351,"來侯一開 上郎斗"
墀,5617354,"澄脂三開 平直尼-重鈕"
墁,5617357,"明桓一合 平母官"
境,5617360,"見庚三開 上居影"
墄,5617363,"清登一開 入七則"
墅,5617366,"常魚三開 上承與"
墆,5617369,"定齊四開 去特計"
墇,5617372,"章陽三開 平諸良"
墉,5617375,"以鍾三開 平餘封"
墊,5617378,"端添四開 去都念"
墋,5617381,"初侵三開 上初朕-重鈕"
墌,5617384,"章清三開 入之石"
墐,5617387,"群眞三開 平巨巾-重鈕"
墓,5617390,"明模一開 去莫故"
㙠,5617393,"影齊四開 平烏奚"
㙤,5617396,"曉麻二開 去呼訝"
𡏮,5617399,"崇肴二開 平鉏交"
𡐔,5617402,"以眞三開 平翼眞"
墜,5617405,"澄脂三合 去直類-重鈕"
墝,5617408,"溪肴二開 平口交"
增,5617411,"精登一開 平作滕"
墟,5617414,"溪魚三開 平去魚"
墠,5617417,"常仙三開 上常演"
墡,5617420,"常仙三開 上常演"
墣,5617423,"滂東一開 入普木"
墤,5617426,"定灰一合 平杜回"
墦,5617429,"並元三合 平附袁"
墩,5617432,"端魂一合 平都昆"
墫,5617435,"清諄三合 平七倫"
墬,5617438,"定脂三開 去徒四"
墭,5617441,"常清三開 去承正"
墮,5617444,"曉支三合 平許規"
墲,5617447,"明虞三合 平武夫"
墳,5617450,"並文三合 平符分"
㙨,5617453,"群微三開 平渠希"
㙩,5617456,"來蕭四開 平落蕭"
㙪,5617459,"影脂三開 去乙兾-重鈕"
𡐞,5617462,"幫仙三開 入并列"
𡐠,5617465,"溪齊四合 平苦圭"
𡐤,5617468,"溪仙三開 入丘竭-重鈕"
𡑈,5617471,"端灰一合 上都罪"
墺,5617474,"影豪一開 去烏到"
墻,5617477,"從陽三開 平在良"
墽,5617483,"溪蕭四開 平苦幺"
墾,5617486,"溪痕一開 上康很"
墿,5617489,"以清三開 入羊益"
壁,5617492,"幫青四開 入北激"
壂,5617495,"定先四開 去堂練"
壃,5617498,"見陽三開 平居良"
壄,5617501,"以麻三開 上羊者"
壅,5617504,"影鍾三開 平於容"
壇,5617507,"定寒一開 平徒干"
壈,5617510,"來覃一開 上盧感"
㙱,5617513,"匣豪一開 去胡倒"
㙲,5617516,"影鍾三開 去於用"
㙴,5617520,"昌鹽三開 去昌豔"
𡑟,5617523,"影戈一合 平烏禾"
𡑣,5617526,"溪魂一合 入苦骨"
𡑧,5617529,"溪魂一合 入苦骨"
壍,5617532,"清鹽三開 去七豔"
壎,5617535,"曉元三合 平況袁"
壏,5617538,"匣銜二開 上胡黤"
壐,5617541,"心支三開 上斯氏"
壑,5617544,"曉唐一開 入呵各"
壒,5617547,"影泰一開 去於蓋"
壓,5617550,"影銜二開 入烏甲"
壔,5617553,"端豪一開 上都晧"
壕,5617556,"匣豪一開 平胡刀"
壗,5617559,"邪眞三開 去徐刃"
㙷,5617562,"澄侵三開 入直立-重鈕"
𡒊,5617565,"以魚三開 去羊洳"
𡒓,5617568,"曉談一開 上呼覽"
壘,5617571,"來脂三合 上力軌"
壙,5617574,"溪唐一合 去苦謗"
㙻,5617577,"澄仙三開 平直連-重鈕"
壚,5617580,"來模一開 平落胡"
壛,5617583,"以鹽三開 平余廉"
壜,5617586,"定覃一開 平徒含"
壝,5617589,"以脂三合 平以追"
壞,5617592,"見皆二合 去古壞"
壠,5617595,"來鍾三開 上力踵"
𡓐,5617598,"疑唐一開 入五各"
壣,5617601,"來眞三開 平力珍"
壤,5617604,"日陽三開 上如兩"
㚀,5617607,"曉支三開 平許羈-重鈕"
𡔇,5617610,"來灰一合 去盧對"
㚁,5617613,"溪宵三開 去丘召-重鈕"
㚂,5617616,"泥唐一開 去奴浪"
士,5617619,"崇之三開 上鉏里"
壬,5617622,"日侵三開 平如林"
壯,5617625,"莊陽三開 去側亮"
𡔞,5617628,"明陽三合 上文兩"
壴,5617631,"知虞三合 去中句"
𡔣,5617634,"見先四開 入古屑"
壹,5617637,"影眞三開 入於悉"
壺,5617640,"匣模一開 平戸吳"
壻,5617643,"心齊四開 去蘇計"
㚃,5617646,"影文三合 平於云"
壼,5617649,"溪魂一合 上苦本"
壽,5617652,"常尤三開 上殖酉"
壾,5617655,"明唐一開 上模朗"
夂,5617658,"知脂三開 上豬几-重鈕"
𡕒,5617661,"溪麻二合 上苦瓦"
夃,5617664,"見模一開 上公戸"
夅,5617667,"匣江二開 平下江"
夆,5617670,"並鍾三開 平符容"
㚅,5617673,"來東三開 平力中"
夊,5617676,"初支三合 平楚危-重鈕"
夋,5617680,"清諄三合 平七倫"
𡕡,5617683,"並東一開 入蒲木"
夌,5617685,"來蒸三開 平力膺"
𡕢,5617689,"明添四開 上明忝"
复,5617692,"並東三開 入房六"
㚇,5617695,"精東一開 平子紅"
夎,5617698,"精灰一合 去子對"
夏,5617701,"匣麻二開 上胡雅"
𡕬,5617704,"匣唐一開 上胡朗"
𡕮,5617707,"來蒸三開 平力膺"
夐,5617710,"曉先四合 去許縣"
夔,5617713,"群脂三合 平渠追-重鈕"
夕,5617716,"邪清三開 入祥易"
外,5617719,"疑泰一合 去五會"
夗,5617722,"影元三合 上於阮"
夘,5617725,"精齊四開 上子禮"
夙,5617728,"心東三開 入息逐"
多,5617732,"端歌一開 平得何"
夜,5617735,"以麻三開 去羊謝"
夝,5617738,"從清三開 平疾盈"
𡖓,5617741,"端覃一開 平丁含"
𡖔,5617744,"泥歌一開 平諾何"
𢻈,5617747,"章支三開 去支義"
夠,5617750,"溪侯一開 平恪侯"
夡,5617753,"溪脂三開 去詰利"
㚊,5617756,"溪咍一開 平苦哀"
𡖯,5617759,"心東一開 入桑谷"
夢,5617762,"明東三開 平莫中"
夤,5617765,"以眞三開 平翼眞"
夥,5617768,"匣佳二合 上懷𠁥"
㚋,5617771,"端蕭四開 平都聊"
𡖿,5617774,"匣戈一合 上胡果"
㚍,5617777,"溪灰一合 上口猥"
大,5617780,"定泰一開 去徒蓋"
夨,5617783,"來先四開 入練結"
天,5617787,"透先四開 平他前"
太,5617790,"透泰一開 去他蓋"
夫,5617793,"並虞三合 平防無"
夬,5617796,"見夬二合 去古賣"
夭,5617799,"影宵三開 平於喬-重鈕"
央,5617802,"影陽三開 平於良"
夰,5617805,"匣豪一開 上胡老"
失,5617808,"書眞三開 入式質"
夲,5617811,"透豪一開 平土刀"
夵,5617814,"以鹽三開 上以冉"
夷,5617817,"以脂三開 平以脂"
夸,5617820,"溪麻二合 平苦瓜"
𡗞,5617823,"匣齊四開 平胡雞"
夽,5617826,"疑文三合 上魚吻"
夾,5617829,"見咸二開 入古洽"
㚒,5617832,"書鹽三開 上失冉"
𡗥,5617835,"常諄三合 平常倫"
奃,5617838,"端齊四開 平都奚"
奄,5617841,"影鹽三開 上衣儉-重鈕"
奅,5617844,"滂肴二開 去匹皃"
奈,5617847,"泥泰一開 去奴帶"
奉,5617850,"並鍾三開 上扶隴"
㚔,5617853,"娘鹽三開 入尼輒-重鈕"
㚖,5617856,"見豪一開 上古老"
㚗,5617858,"從麻三開 平才邪"
㚘,5617862,"並桓一合 上蒲旱"
𡗷,5617865,"見模一開 平古胡"
𡗹,5617868,"滂元三合 去芳万"
𡗻,5617871,"幫文三合 入分勿"
𡘌,5617874,"清支三開 上雌氏"
奎,5617877,"溪齊四合 平苦圭"
奏,5617880,"精侯一開 去則候"
奐,5617883,"曉桓一合 去火貫"
契,5617886,"溪齊四開 去苦計"
奒,5617889,"溪咍一開 平苦哀"
奓,5617892,"知麻二開 平陟加"
奔,5617895,"幫魂一合 平博昆"
奕,5617898,"以清三開 入羊益"
㚛,5617901,"曉齊四開 去呼計"
奊,5617907,"匣先四開 入胡結"
奘,5617910,"從唐一開 上徂朗"
奚,5617913,"匣齊四開 平胡雞"
奜,5617916,"滂微三合 上敷尾"
奝,5617919,"端蕭四開 平都聊"
奞,5617923,"心脂三合 平息遺"
㚜,5617926,"云蒸三合 入雨逼"
𡘴,5617929,"幫先四開 入方結"
𡘷,5617932,"透豪一開 上他浩"
𡘸,5617936,"見先四開 上古典"
奠,5617939,"定先四開 去堂練"
奡,5617942,"疑豪一開 去五到"
奢,5617945,"書麻三開 平式車"
奣,5617948,"影庚二合 上烏猛"
奤,5617951,"滂唐一合 入匹各"
奥,5617954,"影豪一開 去烏到"
㚠,5617957,"曉蕭四開 平許幺"
𡙜,5617960,"定桓一合 入徒活"
奪,5617963,"定桓一合 入徒活"
奫,5617966,"影眞三合 平於倫-重鈕"
𡙮,5617969,"澄眞三開 入直一-重鈕"
𡙳,5617972,"見東三開 入居六"
奭,5617975,"書清三開 入施隻"
𡙷,5617978,"影元三開 去於建"
奮,5617982,"幫文三合 去方問"
奯,5617986,"曉桓一合 入呼括"
𡚊,5617989,"曉桓一合 平呼官"
奰,5617992,"並脂三開 去平祕-重鈕"
𡚠,5617995,"見陽三合 入居縛"
奲,5617998,"昌麻三開 上昌者"
𡚤,5618001,"並脂三開 去平祕-重鈕"
女,5618004,"娘魚三開 上尼吕"
奴,5618007,"泥模一開 平乃都"
奵,5618010,"端青四開 上都挺"
奶,5618013,"泥齊四開 上奴禮"
㚢,5618016,"泥模一開 平乃都"
奸,5618019,"見寒一開 平古寒"
奻,5618022,"娘刪二合 平奴還"
奼,5618025,"徹麻二開 上丑下"
好,5618028,"曉豪一開 上呼晧"
妀,5618031,"見之三開 上居里"
妁,5618034,"章陽三開 入之若"
如,5618037,"日魚三開 平人諸"
妃,5618040,"滂微三合 平芳非"
妄,5618043,"明陽三合 去巫放"
㚤,5618046,"以蒸三開 入與職"
𡚰,5618049,"見尤三開 上舉有"
妉,5618052,"端覃一開 平丁含"
妊,5618055,"日侵三開 去汝鴆"
妋,5618058,"幫虞三合 平甫無"
妌,5618061,"從清三開 上疾郢"
妎,5618064,"匣齊四開 去胡計"
妐,5618068,"章鍾三開 平職容"
妑,5618071,"滂麻二開 平普巴"
妒,5618074,"端模一開 去當故"
妓,5618077,"見支三開 平居宜-重鈕"
妖,5618080,"影宵三開 平於喬-重鈕"
妗,5618083,"昌鹽三開 平處占"
妘,5618086,"云文三合 平王分"
妙,5618089,"明宵三開 去彌笑"
妛,5618092,"昌之三開 平赤之"
妜,5618095,"影先四合 入於決"
妝,5618098,"莊陽三開 平側羊"
妠,5618101,"泥覃一開 去奴紺"
妢,5618104,"並文三合 平符分"
妣,5618107,"幫脂三開 上卑履"
妤,5618110,"以魚三開 平以諸"
妥,5618113,"透戈一合 上他果"
妦,5618116,"滂鍾三開 平敷容"
妧,5618119,"疑桓一合 去五換"
妨,5618122,"滂陽三合 平敷方"
㚫,5618125,"心覃一開 入蘇合"
𡚼,5618128,"昌支三開 上尺氏"
𡚽,5618131,"曉豪一開 上呼晧"
𡛗,5618134,"幫脂三開 去兵媚-重鈕"
妬,5618137,"端模一開 去當故"
妭,5618140,"並桓一合 入蒲撥"
妯,5618143,"徹尤三開 平丑鳩"
妲,5618146,"端寒一開 入當割"
妵,5618149,"透侯一開 上天口"
妷,5618152,"澄眞三開 入直一-重鈕"
妸,5618155,"影歌一開 平烏何"
妹,5618158,"明灰一合 去莫佩"
妺,5618161,"明桓一合 入莫撥"
妻,5618164,"清齊四開 平七稽"
妼,5618167,"並眞三開 入毗必"
妾,5618170,"清鹽三開 入七接"
妿,5618173,"見歌一開 平古俄"
姁,5618176,"曉虞三合 平況于"
姂,5618179,"滂凡三合 去孚梵"
姅,5618182,"幫桓一合 去博慢?"
姆,5618185,"明侯一開 去莫候"
姇,5618188,"滂虞三合 平芳無"
姈,5618191,"來青四開 平郎丁"
姊,5618194,"精之三開 上即里"
始,5618197,"書之三開 上詩止"
姌,5618200,"日鹽三開 上而琰"
姍,5618203,"心寒一開 平蘇干"
姎,5618206,"影唐一開 平烏郎"
姏,5618209,"明談一開 平武酣"
姐,5618212,"精麻三開 上兹野"
姑,5618215,"見模一開 平古胡"
姒,5618218,"邪之三開 上詳里"
姓,5618221,"心清三開 去息正"
委,5618224,"影支三合 平於爲-重鈕"
姕,5618227,"精支三開 平即移"
㚲,5618230,"昌鹽三開 平處占"
㚷,5618233,"娘佳二開 上奴蟹"
㛁,5618236,"滂耕二開 平普耕"
𡛟,5618239,"云元三合 入王伐"
𡛷,5618242,"精脂三開 上將几"
姘,5618245,"滂耕二開 平普耕"
姚,5618248,"以宵三開 平餘昭"
姛,5618251,"定東一開 上徒揔"
姜,5618254,"見陽三開 平居良"
姝,5618257,"昌虞三合 平昌朱"
姞,5618260,"群眞三開 入巨乙-重鈕"
姟,5618263,"見咍一開 平古哀"
姡,5618266,"匣桓一合 入戸括"
姣,5618269,"匣肴二開 平胡茅"
姤,5618272,"見侯一開 去古候"
姥,5618276,"明模一開 上莫補"
姦,5618279,"見刪二開 平古顔"
姨,5618282,"以脂三開 平以脂"
姪,5618285,"澄眞三開 入直一-重鈕"
姭,5618288,"曉嚴三開 去許欠"
姰,5618292,"心諄三合 平相倫"
姱,5618296,"溪麻二合 平苦瓜"
姳,5618299,"明青四開 上莫迥"
姴,5618302,"來仙三開 入良辥"
